slang,formal,In-dictionary,context,category1,,
yooookkk,yuk,1,@yowendru @catherinayw lanjut senam yooookkk. Huuuu haaa huuu haaaa,modifikasi vokal,,
yg,yang,1,@yunitawiidya ini yg gw mksd makhluk makhluk yg sering nongol d lampu merah hahahahaha,abreviasi,,
gw,gue,1,@yunitawiidya ini yg gw mksd makhluk makhluk yg sering nongol d lampu merah hahahahaha,homofon,,
mksd,maksud,1,@yunitawiidya ini yg gw mksd makhluk makhluk yg sering nongol d lampu merah hahahahaha,abreviasi,,
yg,yang,1,@yunitawiidya ini yg gw mksd makhluk makhluk yg sering nongol d lampu merah hahahahaha,abreviasi,,
d,di,1,@yunitawiidya ini yg gw mksd makhluk makhluk yg sering nongol d lampu merah hahahahaha,abreviasi,,
kyk,kayak,1,Kok kyk tampangmu jrnk @jessica_riyanti,abreviasi,,
jrnk,jarang,1,Kok kyk tampangmu jrnk @jessica_riyanti,abreviasi,,
"jelas"",jelas-jelas,0,""Jelas"""" itu cow kayax km @hakimjailz"",reduplikasi,0,0;;",,,,,,
"cow,cowok,1,""Jelas"""" itu cow kayax km @hakimjailz"",abreviasi,0,0;;",,,,,,
"kayax,kayak,1,""Jelas"""" itu cow kayax km @hakimjailz"",subtitusi,0,0;;",,,,,,
"km,kamu,1,""Jelas"""" itu cow kayax km @hakimjailz"",abreviasi,0,0;;",,,,,,
"yg,yang,1,""Jelas"""" itu cow kayax km @hakimjailz"",abreviasi,0,0;;",,,,,,
"dblkng,dibelakang,0,""Jelas"""" itu cow kayax km @hakimjailz"",abreviasi,0,0;;",,,,,,
"mksd,maksud,1,""Jelas"""" itu cow kayax km @hakimjailz"",abreviasi,0,0;;",,,,,,
"gw,gue,1,""Jelas"""" itu cow kayax km @hakimjailz"",homofon,abreviasi,0;;",,,,,,
ngapain,mengapai,1,@chiaraaveril_  lu ngapain ra joget joget di belakang,afiksasi,,
anjirr,anjir,1,@aliyanajla_ anjirr wkwk,elongasi,,
mirippp,mirip,1,mirippp sangattt ???? @grace.trisya  @shaneb353,elongasi,,
sangattt,sangat,1,mirippp sangattt ???? @grace.trisya  @shaneb353,elongasi,,
iyap,iya,1,Iyap @jaquelinekasna,anaptiksis,,
mayann,lumayan,1,@jaquelinekasna mayann mayan,abreviasi,,
indo,indonesia,1,Indo punya @govur_abdl,abreviasi,,
ngikutin,mengikuti,1,oalah si abigail ngikutin dia tis hahahah @mijtrisha,afiksasi,,
bener,benar,1,Ini baru bener @nathania.valencia @livia_margaretha11,modifikasi vokal,,
autuhh,tau tuh,0,Autuhh @livia_margaretha11,akronim,,
ga,enggak,1,@erikamulya.28 ga seneng bilang ae??,abreviasi,,
seneng,senang,1,@erikamulya.28 ga seneng bilang ae??,modifikasi vokal,,
ae,saja,1,@erikamulya.28 ga seneng bilang ae??,coinage,,
atutt,takut,1,Atutt wkwk @livia_margaretha11,subtitusi,,
ga,enggak,1,@erikamulya.28 aku ga bisa kasar ama.kamu erika ?????,abreviasi,,
ama,sama,1,@erikamulya.28 aku ga bisa kasar ama.kamu erika ?????,zeroisasi,,
kyk,kayak,1,@agricis kyk ako :),abreviasi,,
bgt,banget,1,Mirip harley quinn bgt ? Indonesia punya @afda_nadjib,abreviasi,,
mirippp,mirip,1,mirippp?,elongasi,,
bgtttt,banget,1,Mirip bgtttt?,abreviasi,,
kek,kayak,1,Editin gua kek gini sit ! @chrissytommo,abreviasi,,
gini,begini,1,Editin gua kek gini sit ! @chrissytommo,abreviasi,,
ketara,tertara,1,Editan ketara bgt tapi cantik kok ?,afiksasi,,
bgt,banget,1,Editan ketara bgt tapi cantik kok ?,abreviasi,,
yg,yang,1,Ini yg aku blg @miaadelinaa,abreviasi,,
blg,bilang,1,Ini yg aku blg @miaadelinaa,abreviasi,,
kek,kayak,1,@annasyaalika kek giniii looo,abreviasi,,
giniii,begini,1,@annasyaalika kek giniii looo,abreviasi,,
looo,loh,1,@annasyaalika kek giniii looo,elongasi,,
bgt,banget,1,@nandashrd mirip bgt ya sma harley quin nya:v,abreviasi,,
sma,sama,1,@nandashrd mirip bgt ya sma harley quin nya:v,abreviasi,,
g,enggak,1,Mirip g? @putdevd,word-value letter,,
liat,lihat,1,Udah liat? @iindahriyana @nurizkycahyati,zeroisasi,,
bnget,banget,1,mirip bnget ma el bun,abreviasi,,
ma,sama,1,mirip bnget ma el bun,zeroisasi,,
cntik,cantik,1,Aslinya cntik sekali....pingin peluk lgsung .....,abreviasi,,
pingin,pengin,1,Aslinya cntik sekali....pingin peluk lgsung .....,modifikasi vokal,,
lgsung,langsung,1,Aslinya cntik sekali....pingin peluk lgsung .....,abreviasi,,
bgt,banget,1,Mirip El.... cantik bgt mbaaass,abreviasi,,
mbaaass,mbak,1,Mirip El.... cantik bgt mbaaass,elongasi,,
bund,bunda,1,nike ardila??? sekilas bund ??,abreviasi,,
g,enggak,1,Alisnya g dicukur kok tetep cantik bangeeettt,word-value letter,,
tetep,tetap,1,Alisnya g dicukur kok tetep cantik bangeeettt,modifikasi vokal,,
bangeeettt,banget,1,Alisnya g dicukur kok tetep cantik bangeeettt,elongasi,,
almh,almarhumah,1,Bun mirip almh nike ardila,abreviasi,,
temenkuuh,temanku,0,Mirip temenkuuh..,elongasi,,
mmg,memang,1,Ya Allah...mmg cantik aslinya.. mirip el,abreviasi,,
suami'y,suaminya,0,Mirip suami'y...,pungtuasi,,
alm,almarhum,1,Mirip @elelrumi dan mirip alm.nike ardila,abreviasi,,
ori,orisinal,1,Ori bgt..,abreviasi,,
bgt,banget,1,Ori bgt..,abreviasi,,
bgt,banget,1,Nike Ardilla cakep bgt,abreviasi,,
bngeeeetttt,banget,1,Nike ardila bngeeeetttt,elongasi,,
tp,tapi,1,Alis hidung mirip al tp senyum nya mirip el bunda?,abreviasi,,
emg,memang,1,Emg dasar y cantik dr lahir.beda sm yg satu y cantik pakai dempul or make up entr tua kyax ap ea,abreviasi,,
y,ya,1,Emg dasar y cantik dr lahir.beda sm yg satu y cantik pakai dempul or make up entr tua kyax ap ea,abreviasi,,
dr,dari,1,Emg dasar y cantik dr lahir.beda sm yg satu y cantik pakai dempul or make up entr tua kyax ap ea,abreviasi,,
sm,sama,1,Emg dasar y cantik dr lahir.beda sm yg satu y cantik pakai dempul or make up entr tua kyax ap ea,abreviasi,,
yg,yang,1,Emg dasar y cantik dr lahir.beda sm yg satu y cantik pakai dempul or make up entr tua kyax ap ea,abreviasi,,
y,ya,1,Emg dasar y cantik dr lahir.beda sm yg satu y cantik pakai dempul or make up entr tua kyax ap ea,abreviasi,,
entr,entar,1,Emg dasar y cantik dr lahir.beda sm yg satu y cantik pakai dempul or make up entr tua kyax ap ea,abreviasi,,
kyax,kayak,1,Emg dasar y cantik dr lahir.beda sm yg satu y cantik pakai dempul or make up entr tua kyax ap ea,abreviasi,,
ap,apa,1,Emg dasar y cantik dr lahir.beda sm yg satu y cantik pakai dempul or make up entr tua kyax ap ea,abreviasi,,
ea,ya,1,Emg dasar y cantik dr lahir.beda sm yg satu y cantik pakai dempul or make up entr tua kyax ap ea,subtitusi,,
cuantikkk,cantik,1,Cuantikkk,anaptiksis,,
mksdnya,maksudnya,0,Cleopatra mksdnya:'(,abreviasi,,
yg,yang,1,Untuk yg cwe kitty aja klo yg cwo bruno,abreviasi,,
cwe,cewek,1,Untuk yg cwe kitty aja klo yg cwo bruno,abreviasi,,
aja,saja,1,Untuk yg cwe kitty aja klo yg cwo bruno,zeroisasi,,
klo,kalo,1,Untuk yg cwe kitty aja klo yg cwo bruno,zeroisasi,,
yg,yang,1,Untuk yg cwe kitty aja klo yg cwo bruno,abreviasi,,
cwo,cowok,1,Untuk yg cwe kitty aja klo yg cwo bruno,abreviasi,,
aja,saja,1,Miko aja,zeroisasi,,
gak,enggak,1,@raditya_dika namanya tom atau gak loly aja bang,zeroisasi,,
namain,namai,0,Namain aja ansi. Anak siapa. ? @raditya_dika,afiksasi,,
ga,enggak,1,Jerapah kalo ga xinga,abreviasi,,
aja,saja,1,Nyinyi Aja bang..,zeroisasi,,
"ato,atau,1,""Boy ato manis ato max ato mix ato ben ato belang ato bolang ato bona ato boya, simple kan ?"",monoftongisasi,0,0;;",,,,,,
"ato,atau,1,""Boy ato manis ato max ato mix ato ben ato belang ato bolang ato bona ato boya, simple kan ?"",monoftongisasi,0,0;;",,,,,,
"ato,atau,1,""Boy ato manis ato max ato mix ato ben ato belang ato bolang ato bona ato boya, simple kan ?"",monoftongisasi,0,0;;",,,,,,
"ato,atau,1,""Boy ato manis ato max ato mix ato ben ato belang ato bolang ato bona ato boya, simple kan ?"",monoftongisasi,0,0;;",,,,,,
"ato,atau,1,""Boy ato manis ato max ato mix ato ben ato belang ato bolang ato bona ato boya, simple kan ?"",monoftongisasi,0,0;;",,,,,,
"ato,atau,1,""Boy ato manis ato max ato mix ato ben ato belang ato bolang ato bona ato boya, simple kan ?"",monoftongisasi,0,0;;",,,,,,
"ato,atau,1,""Boy ato manis ato max ato mix ato ben ato belang ato bolang ato bona ato boya, simple kan ?"",monoftongisasi,0,0;;",,,,,,
"ato,atau,1,""Boy ato manis ato max ato mix ato ben ato belang ato bolang ato bona ato boya, simple kan ?"",monoftongisasi,0,0;;",,,,,,
kaaaaaaaaaakkkkkkkkkkk,kak,1,Molly kaaaaaaaaaakkkkkkkkkkk,elongasi,,
ato,atau,1,Ato neneng,monoftongisasi,,
aja,saja,1,Mocha aja kak..,zeroisasi,,
aja,saja,1,Molly aja bang,zeroisasi,,
kasi,kasih,1,Kucing nya kan item bang.kasi nama yudha kelling aj..wkkwkwk,zeroisasi,,
aj,saja,1,Kucing nya kan item bang.kasi nama yudha kelling aj..wkkwkwk,abreviasi,,
"klo,kalo,1,""Klo anak kucing'y jantan nama'in nurhalil, panggilan'ya ALIL.. klo anak kucing'y betina nama'in putri, panggilan'y APUT.. heeee #kereen gak ka @raditya_dika"",zeroisasi,0,0;;",,,,,,
"kucing'y,kucingnya,0,""Klo anak kucing'y jantan nama'in nurhalil, panggilan'ya ALIL.. klo anak kucing'y betina nama'in putri, panggilan'y APUT.. heeee #kereen gak ka @raditya_dika"",pungtuasi,0,0;;",,,,,,
"nama'in,namai,0,""Klo anak kucing'y jantan nama'in nurhalil, panggilan'ya ALIL.. klo anak kucing'y betina nama'in putri, panggilan'y APUT.. heeee #kereen gak ka @raditya_dika"",pungtuasi,afiksasi,0;;",,,,,,
"panggilan'ya,panggilannya,0,""Klo anak kucing'y jantan nama'in nurhalil, panggilan'ya ALIL.. klo anak kucing'y betina nama'in putri, panggilan'y APUT.. heeee #kereen gak ka @raditya_dika"",pungtuasi,0,0;;",,,,,,
"klo,kalo,1,""Klo anak kucing'y jantan nama'in nurhalil, panggilan'ya ALIL.. klo anak kucing'y betina nama'in putri, panggilan'y APUT.. heeee #kereen gak ka @raditya_dika"",zeroisasi,0,0;;",,,,,,
"kucing'y,kucingnya,0,""Klo anak kucing'y jantan nama'in nurhalil, panggilan'ya ALIL.. klo anak kucing'y betina nama'in putri, panggilan'y APUT.. heeee #kereen gak ka @raditya_dika"",pungtuasi,0,0;;",,,,,,
"nama'in,namai,0,""Klo anak kucing'y jantan nama'in nurhalil, panggilan'ya ALIL.. klo anak kucing'y betina nama'in putri, panggilan'y APUT.. heeee #kereen gak ka @raditya_dika"",pungtuasi,afiksasi,0;;",,,,,,
"panggilan'y,panggilannya,0,""Klo anak kucing'y jantan nama'in nurhalil, panggilan'ya ALIL.. klo anak kucing'y betina nama'in putri, panggilan'y APUT.. heeee #kereen gak ka @raditya_dika"",pungtuasi,0,0;;",,,,,,
"kereen,keren,1,""Klo anak kucing'y jantan nama'in nurhalil, panggilan'ya ALIL.. klo anak kucing'y betina nama'in putri, panggilan'y APUT.. heeee #kereen gak ka @raditya_dika"",elongasi,0,0;;",,,,,,
"gak,enggak,1,""Klo anak kucing'y jantan nama'in nurhalil, panggilan'ya ALIL.. klo anak kucing'y betina nama'in putri, panggilan'y APUT.. heeee #kereen gak ka @raditya_dika"",zeroisasi,0,0;;",,,,,,
"ka,kak,1,""Klo anak kucing'y jantan nama'in nurhalil, panggilan'ya ALIL.. klo anak kucing'y betina nama'in putri, panggilan'y APUT.. heeee #kereen gak ka @raditya_dika"",zeroisasi,0,0;;",,,,,,
utk,untuk,1,Kasih nama zero bang... Karena wajahnya bentuk topeng zero... Utk yg cwo...klo cwe zebra... Panggil z brara,abreviasi,,
yg,yang,1,Kasih nama zero bang... Karena wajahnya bentuk topeng zero... Utk yg cwo...klo cwe zebra... Panggil z brara,abreviasi,,
cwo,cowok,1,Kasih nama zero bang... Karena wajahnya bentuk topeng zero... Utk yg cwo...klo cwe zebra... Panggil z brara,abreviasi,,
klo,kalo,1,Kasih nama zero bang... Karena wajahnya bentuk topeng zero... Utk yg cwo...klo cwe zebra... Panggil z brara,zeroisasi,,
cwe,cewek,1,Kasih nama zero bang... Karena wajahnya bentuk topeng zero... Utk yg cwo...klo cwe zebra... Panggil z brara,abreviasi,,
z,saja,1,Kasih nama zero bang... Karena wajahnya bentuk topeng zero... Utk yg cwo...klo cwe zebra... Panggil z brara,word-value letter,,
aja,saja,1,Kentut aja,zeroisasi,,
aja,saja,1,Sapi aja kan warna nya kayak sapi..,zeroisasi,,
kalw,kalau,1,Kalw beneran kayak gt gimana.,subtitusi,,
beneran,benaran,1,Kalw beneran kayak gt gimana.,modifikasi vokal,,
gt,begitu,1,Kalw beneran kayak gt gimana.,abreviasi,,
gimana,bagaimana,1,Kalw beneran kayak gt gimana.,abreviasi,,
yg,yang,1,Mau kulit bersih cantik alami tanpa harus bolak balik ke  Kecantikan ??? Kami punya produk yg Khasiat nya bisa lebih ! Herbal Alami Tanpa Efek Samping .HALAL & BPOM :) ikuti juga tips2 kecantikan pin :598EA2AF.,abreviasi,,
tips2,tips-tips,0,Mau kulit bersih cantik alami tanpa harus bolak balik ke  Kecantikan ??? Kami punya produk yg Khasiat nya bisa lebih ! Herbal Alami Tanpa Efek Samping .HALAL & BPOM :) ikuti juga tips2 kecantikan pin :598EA2AF.,reduplikasi,,
serem,seram,1,Kok jadi serem ya,modifikasi vokal,,
serem,seram,1,Serem tp ttp cantik,modifikasi vokal,,
tp,tapi,1,Serem tp ttp cantik,abreviasi,,
ttp,tetap,1,Serem tp ttp cantik,abreviasi,,
ka,kak,1,ka alu nge fans bgt,zeroisasi,,
alu,aku,1,ka alu nge fans bgt,salah ketik,,
bgt,banget,1,ka alu nge fans bgt,abreviasi,,
pake,pakai,1,nabilah jkt48 costume yang kamu pake itu judul lagu nya apa,monoftongisasi,,
aja,saja,1,Meskipun dibentuk apa aja tetep cantik kok :D,zeroisasi,,
ngerrrriiii,ngeri,1,Ngerrrriiii,elongasi,,
tetep,tetap,1,Tetep cantik kok,modifikasi vokal,,
"saranin,sarankan,0,""Hai?? pernah di PHP-in produk palsu?? Oke nih aku saranin produk PEMBESAR PAYUDARA dari@DR.FIRZA_HEALTHY.HERBAL, dulu aku pernah pake cream/gel untuk PEMBESAR PAYUDARA tapi hasilnya nol besar, tapi setelah aku coba produk dari@DR.FIRZA_HEALTHY.HERBAL, aku sangat puas sekali, soalnya cuma butuh 3 mingguan hasilnya udah keliatan, nih invite aja deh BBMnya D29B2BB8."",afiksasi,0,0;;",,,,,,
"pake,pakai,1,""Hai?? pernah di PHP-in produk palsu?? Oke nih aku saranin produk PEMBESAR PAYUDARA dari@DR.FIRZA_HEALTHY.HERBAL, dulu aku pernah pake cream/gel untuk PEMBESAR PAYUDARA tapi hasilnya nol besar, tapi setelah aku coba produk dari@DR.FIRZA_HEALTHY.HERBAL, aku sangat puas sekali, soalnya cuma butuh 3 mingguan hasilnya udah keliatan, nih invite aja deh BBMnya D29B2BB8."",monoftongisasi,0,0;;",,,,,,
"udah,sudah,1,""Hai?? pernah di PHP-in produk palsu?? Oke nih aku saranin produk PEMBESAR PAYUDARA dari@DR.FIRZA_HEALTHY.HERBAL, dulu aku pernah pake cream/gel untuk PEMBESAR PAYUDARA tapi hasilnya nol besar, tapi setelah aku coba produk dari@DR.FIRZA_HEALTHY.HERBAL, aku sangat puas sekali, soalnya cuma butuh 3 mingguan hasilnya udah keliatan, nih invite aja deh BBMnya D29B2BB8."",zeroisasi,0,0;;",,,,,,
"keliatan,kelihatan,1,""Hai?? pernah di PHP-in produk palsu?? Oke nih aku saranin produk PEMBESAR PAYUDARA dari@DR.FIRZA_HEALTHY.HERBAL, dulu aku pernah pake cream/gel untuk PEMBESAR PAYUDARA tapi hasilnya nol besar, tapi setelah aku coba produk dari@DR.FIRZA_HEALTHY.HERBAL, aku sangat puas sekali, soalnya cuma butuh 3 mingguan hasilnya udah keliatan, nih invite aja deh BBMnya D29B2BB8."",zeroisasi,0,0;;",,,,,,
"aja,saja,1,""Hai?? pernah di PHP-in produk palsu?? Oke nih aku saranin produk PEMBESAR PAYUDARA dari@DR.FIRZA_HEALTHY.HERBAL, dulu aku pernah pake cream/gel untuk PEMBESAR PAYUDARA tapi hasilnya nol besar, tapi setelah aku coba produk dari@DR.FIRZA_HEALTHY.HERBAL, aku sangat puas sekali, soalnya cuma butuh 3 mingguan hasilnya udah keliatan, nih invite aja deh BBMnya D29B2BB8."",zeroisasi,0,0;;",,,,,,
"karna,karena,1,""Aku malu banget sama@DR.DEENAN_FASHION.KESEHATAN. Dulu aku DC BBM nya karna ngga percaya sama sekali sama produknya? Tapi aku invite lagi karna penasaran? waktu aku coba pemutih seluruh badan sama pelangsing nya, takjub banget perubahannya? Bener2 rubah total? gak nyesel deh. ? Ayooo patut dicoba! Langsung aja cek@DR.DEENAN_FASHION.KESEHATAN mumpung ada promo hihi? :"",zeroisasi,0,0;;",,,,,,
"ngga,enggak,1,""Aku malu banget sama@DR.DEENAN_FASHION.KESEHATAN. Dulu aku DC BBM nya karna ngga percaya sama sekali sama produknya? Tapi aku invite lagi karna penasaran? waktu aku coba pemutih seluruh badan sama pelangsing nya, takjub banget perubahannya? Bener2 rubah total? gak nyesel deh. ? Ayooo patut dicoba! Langsung aja cek@DR.DEENAN_FASHION.KESEHATAN mumpung ada promo hihi? :"",zeroisasi,0,0;;",,,,,,
"bener2,benar-benar,1,""Aku malu banget sama@DR.DEENAN_FASHION.KESEHATAN. Dulu aku DC BBM nya karna ngga percaya sama sekali sama produknya? Tapi aku invite lagi karna penasaran? waktu aku coba pemutih seluruh badan sama pelangsing nya, takjub banget perubahannya? Bener2 rubah total? gak nyesel deh. ? Ayooo patut dicoba! Langsung aja cek@DR.DEENAN_FASHION.KESEHATAN mumpung ada promo hihi? :"",reduplikasi,modifikasi vokal,0;;",,,,,,
"gak,enggak,1,""Aku malu banget sama@DR.DEENAN_FASHION.KESEHATAN. Dulu aku DC BBM nya karna ngga percaya sama sekali sama produknya? Tapi aku invite lagi karna penasaran? waktu aku coba pemutih seluruh badan sama pelangsing nya, takjub banget perubahannya? Bener2 rubah total? gak nyesel deh. ? Ayooo patut dicoba! Langsung aja cek@DR.DEENAN_FASHION.KESEHATAN mumpung ada promo hihi? :"",zeroisasi,0,0;;",,,,,,
"nyesel,menyesal,1,""Aku malu banget sama@DR.DEENAN_FASHION.KESEHATAN. Dulu aku DC BBM nya karna ngga percaya sama sekali sama produknya? Tapi aku invite lagi karna penasaran? waktu aku coba pemutih seluruh badan sama pelangsing nya, takjub banget perubahannya? Bener2 rubah total? gak nyesel deh. ? Ayooo patut dicoba! Langsung aja cek@DR.DEENAN_FASHION.KESEHATAN mumpung ada promo hihi? :"",afiksasi,0,0;;",,,,,,
"ayooo,ayo,1,""Aku malu banget sama@DR.DEENAN_FASHION.KESEHATAN. Dulu aku DC BBM nya karna ngga percaya sama sekali sama produknya? Tapi aku invite lagi karna penasaran? waktu aku coba pemutih seluruh badan sama pelangsing nya, takjub banget perubahannya? Bener2 rubah total? gak nyesel deh. ? Ayooo patut dicoba! Langsung aja cek@DR.DEENAN_FASHION.KESEHATAN mumpung ada promo hihi? :"",elongasi,0,0;;",,,,,,
"aja,saja,1,""Aku malu banget sama@DR.DEENAN_FASHION.KESEHATAN. Dulu aku DC BBM nya karna ngga percaya sama sekali sama produknya? Tapi aku invite lagi karna penasaran? waktu aku coba pemutih seluruh badan sama pelangsing nya, takjub banget perubahannya? Bener2 rubah total? gak nyesel deh. ? Ayooo patut dicoba! Langsung aja cek@DR.DEENAN_FASHION.KESEHATAN mumpung ada promo hihi? :"",zeroisasi,0,0;;",,,,,,
gw,gue,1,Bantu makup gw kaya gini @xrryte ?,homofon,,
gini,begini,1,Bantu makup gw kaya gini @xrryte ?,abreviasi,,
model2,model-model,0,INGIN TAU RAHASIA CANTIK DAN LANGSING PARA ARTIS DAN MODEL2 TERNAMA? CEK THIS OUT@DOKTER.TUBUHIDEAL PIN: 5FC26236 SEMUA PRODUK ASLI DAN BERGARANSI!!,reduplikasi,,
"dgn,dengan,1,""? Mau tambah tinggi, Putih, Bebas Jerawat, Langsing ? ? Vitamin Mata Minus, Alat Pembesar &amp;"" Pengencang Payudara ? Yuk Konsultasikan dgn Consultant Herbal di@Pameranherbal ? Pin: 57B75CF8 / Cek IG kita utk Line & bbm ada BPOM"," HALAL MUI. Herbal 100lami""""",abreviasi,0,"0"";",,
"utk,untuk,1,""? Mau tambah tinggi, Putih, Bebas Jerawat, Langsing ? ? Vitamin Mata Minus, Alat Pembesar &amp;"" Pengencang Payudara ? Yuk Konsultasikan dgn Consultant Herbal di@Pameranherbal ? Pin: 57B75CF8 / Cek IG kita utk Line & bbm ada BPOM"," HALAL MUI. Herbal 100lami""""",abreviasi,0,"0"";",,
bener,benar,1,Bener banget @yuliaaripin,modifikasi vokal,,
ngriii,mengiri,1,ngriii amatt,afiksasi,,
amatt,amat,1,ngriii amatt,elongasi,,
tetep,tetap,1,Biarpun begitu tetep suka deh,modifikasi vokal,,
smpai,sampai,1,Subhanallah teh @rinanose16 .. moga hijabnya bertahan smpai akhir hayat.. meni geulis pisan atuh?,abreviasi,,
orang2,orang-orang,1,Semoga membawa pengaruh juga untuk orang2 disekitarmu teh @rinanose16  cantikkkk????,reduplikasi,,
cantikkkk,cantik,1,Semoga membawa pengaruh juga untuk orang2 disekitarmu teh @rinanose16  cantikkkk????,elongasi,,
"ngelahirin,melahirkan,1,""SEMENJAK AKU NGELAHIRIN DAN MENYUSUI PAYUDARA AKU YANG DULUNYA BESAR JADI KECIL DAN KENDOR SEDIH BANGET RASANYA PAS SUAMI KOMENTAR TENTANG PAYUDARA AKU, TAPI UNTUNG AKU KETEMU SAMA@WOMANBEAUTY.CARE YANG AWALNYA AKU GAK PERCAYA TAPI AKU PAKSAIN BELI ALAT PEMBESAR PAYUDARA DISANA DAN HASILNYA TERNYATA LUAR BIASAA!!! SEKARANG PAYUDARA AKU UDAH KEMBALI BESAR DAN KENCANG KAYA JAMAN MASIH GADIS LAGI HEHE MAKASIH AREA BEAUTY NIH BUAT KAMU YANG PENGEN BESARIN PAYUDARA HUB AJA PIN : D30054B4 whatsapp 082240956605"",afiksasi,0,0;;",,,,,,
"paksain,memaksakan,1,""SEMENJAK AKU NGELAHIRIN DAN MENYUSUI PAYUDARA AKU YANG DULUNYA BESAR JADI KECIL DAN KENDOR SEDIH BANGET RASANYA PAS SUAMI KOMENTAR TENTANG PAYUDARA AKU, TAPI UNTUNG AKU KETEMU SAMA@WOMANBEAUTY.CARE YANG AWALNYA AKU GAK PERCAYA TAPI AKU PAKSAIN BELI ALAT PEMBESAR PAYUDARA DISANA DAN HASILNYA TERNYATA LUAR BIASAA!!! SEKARANG PAYUDARA AKU UDAH KEMBALI BESAR DAN KENCANG KAYA JAMAN MASIH GADIS LAGI HEHE MAKASIH AREA BEAUTY NIH BUAT KAMU YANG PENGEN BESARIN PAYUDARA HUB AJA PIN : D30054B4 whatsapp 082240956605"",afiksasi,0,0;;",,,,,,
"biasaa,biasa,1,""SEMENJAK AKU NGELAHIRIN DAN MENYUSUI PAYUDARA AKU YANG DULUNYA BESAR JADI KECIL DAN KENDOR SEDIH BANGET RASANYA PAS SUAMI KOMENTAR TENTANG PAYUDARA AKU, TAPI UNTUNG AKU KETEMU SAMA@WOMANBEAUTY.CARE YANG AWALNYA AKU GAK PERCAYA TAPI AKU PAKSAIN BELI ALAT PEMBESAR PAYUDARA DISANA DAN HASILNYA TERNYATA LUAR BIASAA!!! SEKARANG PAYUDARA AKU UDAH KEMBALI BESAR DAN KENCANG KAYA JAMAN MASIH GADIS LAGI HEHE MAKASIH AREA BEAUTY NIH BUAT KAMU YANG PENGEN BESARIN PAYUDARA HUB AJA PIN : D30054B4 whatsapp 082240956605"",elongasi,0,0;;",,,,,,
"pengen,pengin,1,""SEMENJAK AKU NGELAHIRIN DAN MENYUSUI PAYUDARA AKU YANG DULUNYA BESAR JADI KECIL DAN KENDOR SEDIH BANGET RASANYA PAS SUAMI KOMENTAR TENTANG PAYUDARA AKU, TAPI UNTUNG AKU KETEMU SAMA@WOMANBEAUTY.CARE YANG AWALNYA AKU GAK PERCAYA TAPI AKU PAKSAIN BELI ALAT PEMBESAR PAYUDARA DISANA DAN HASILNYA TERNYATA LUAR BIASAA!!! SEKARANG PAYUDARA AKU UDAH KEMBALI BESAR DAN KENCANG KAYA JAMAN MASIH GADIS LAGI HEHE MAKASIH AREA BEAUTY NIH BUAT KAMU YANG PENGEN BESARIN PAYUDARA HUB AJA PIN : D30054B4 whatsapp 082240956605"",modifikasi vokal,0,0;;",,,,,,
"besarin,membesarkan,1,""SEMENJAK AKU NGELAHIRIN DAN MENYUSUI PAYUDARA AKU YANG DULUNYA BESAR JADI KECIL DAN KENDOR SEDIH BANGET RASANYA PAS SUAMI KOMENTAR TENTANG PAYUDARA AKU, TAPI UNTUNG AKU KETEMU SAMA@WOMANBEAUTY.CARE YANG AWALNYA AKU GAK PERCAYA TAPI AKU PAKSAIN BELI ALAT PEMBESAR PAYUDARA DISANA DAN HASILNYA TERNYATA LUAR BIASAA!!! SEKARANG PAYUDARA AKU UDAH KEMBALI BESAR DAN KENCANG KAYA JAMAN MASIH GADIS LAGI HEHE MAKASIH AREA BEAUTY NIH BUAT KAMU YANG PENGEN BESARIN PAYUDARA HUB AJA PIN : D30054B4 whatsapp 082240956605"",afiksasi,0,0;;",,,,,,
"hub,hubungi,0,""SEMENJAK AKU NGELAHIRIN DAN MENYUSUI PAYUDARA AKU YANG DULUNYA BESAR JADI KECIL DAN KENDOR SEDIH BANGET RASANYA PAS SUAMI KOMENTAR TENTANG PAYUDARA AKU, TAPI UNTUNG AKU KETEMU SAMA@WOMANBEAUTY.CARE YANG AWALNYA AKU GAK PERCAYA TAPI AKU PAKSAIN BELI ALAT PEMBESAR PAYUDARA DISANA DAN HASILNYA TERNYATA LUAR BIASAA!!! SEKARANG PAYUDARA AKU UDAH KEMBALI BESAR DAN KENCANG KAYA JAMAN MASIH GADIS LAGI HEHE MAKASIH AREA BEAUTY NIH BUAT KAMU YANG PENGEN BESARIN PAYUDARA HUB AJA PIN : D30054B4 whatsapp 082240956605"",abreviasi,0,0;;",,,,,,
